"n","true_dist","assumed_dist","parameter","true_value","mean_estimate","bias","mean_abs_error","parameter_mse","parameter_rmse","true_dist_label","assumed_dist_label"
1000,"ged","sged","alpha1",0.15,0.155165374949743,0.00516537494974273,0.0284735038398019,0.0012702122109352,0.035640036629263,"GED","Skewed GED"
1000,"ged","sged","beta1",0.9,0.89109610911698,-0.00890389088301975,0.0281892054188418,0.00209289030584412,0.0457481180579499,"GED","Skewed GED"
1000,"ged","sged","gamma1",0.1,0.0918401710058003,-0.00815982899419966,0.0368349725522438,0.00213973889346126,0.0462573117837738,"GED","Skewed GED"
1000,"ged","sged","mu",0,-0.000310061182002509,-0.000310061182002509,0.0149700765138856,0.00034356163447783,0.0185354156812797,"GED","Skewed GED"
1000,"ged","sged","omega",-0.1,-0.109399602699872,-0.0093996026998723,0.0292651197369687,0.00243763382339708,0.0493723994089519,"GED","Skewed GED"
1000,"ged","sged","shape",1.5,1.51664597237737,0.0166459723773701,0.082827188686498,0.0108426384727685,0.104127990822682,"GED","Skewed GED"
1000,"ged","sged","skew",NA,1.00039830245779,NA,NA,NA,NA,"GED","Skewed GED"
1000,"ged","sstd","alpha1",0.15,0.155707386438695,0.00570738643869546,0.0291513545766143,0.00133677791968542,0.0365619736842177,"GED","Skewed Student-t"
1000,"ged","sstd","beta1",0.9,0.890409713967923,-0.00959028603207672,0.029151005139608,0.00228630900094417,0.0478153636496072,"GED","Skewed Student-t"
1000,"ged","sstd","gamma1",0.1,0.0921688734589925,-0.00783112654100749,0.0371808591158411,0.00217713139022552,0.0466597405717768,"GED","Skewed Student-t"
1000,"ged","sstd","mu",0,-0.000363608786767659,-0.000363608786767659,0.0151252256580231,0.000352411920901961,0.0187726375584775,"GED","Skewed Student-t"
1000,"ged","sstd","omega",-0.1,-0.108964608842111,-0.00896460884211112,0.0300665426819543,0.00260861067292085,0.0510745599385922,"GED","Skewed Student-t"
1000,"ged","sstd","shape",1.5,10.7417190809323,9.24171908093228,9.24171908093228,108.851446808981,10.4331896756927,"GED","Skewed Student-t"
1000,"ged","sstd","skew",NA,1.00060861444262,NA,NA,NA,NA,"GED","Skewed Student-t"
1000,"ged","std","alpha1",0.15,0.155690768241353,0.005690768241353,0.0291282156993181,0.00133423205259425,0.036527141314292,"GED","Student-t"
1000,"ged","std","beta1",0.9,0.890687885028137,-0.00931211497186294,0.0289402178369349,0.0022037247395747,0.0469438466635906,"GED","Student-t"
1000,"ged","std","gamma1",0.1,0.0922078457547501,-0.00779215424524989,0.03712309202489,0.00216912893684557,0.0465739083269331,"GED","Student-t"
1000,"ged","std","mu",0,-0.000321124166922081,-0.000321124166922081,0.0146000349750114,0.000327089854513818,0.0180856256323584,"GED","Student-t"
1000,"ged","std","omega",-0.1,-0.108637490887471,-0.00863749088747116,0.0297791338412129,0.00247287714366048,0.0497280317694204,"GED","Student-t"
1000,"ged","std","shape",1.5,10.6726765074586,9.17267650745857,9.17267650745857,107.224608763404,10.3549316155832,"GED","Student-t"
1000,"ged","std","skew",NA,NA,NA,NA,NA,NA,"GED","Student-t"
1000,"norm","ged","alpha1",0.15,0.153454750025423,0.00345475002542311,0.0225682401247054,0.000821627912233645,0.0286640526135724,"Normal","GED"
1000,"norm","ged","beta1",0.9,0.894462222785803,-0.00553777721419718,0.0229533178214048,0.00102275960361415,0.0319806129336845,"Normal","GED"
1000,"norm","ged","gamma1",0.1,0.0890891515232156,-0.0109108484767844,0.0348452369792701,0.0019358807586789,0.0439986449641225,"Normal","GED"
1000,"norm","ged","mu",0,0.000860913347513927,0.000860913347513927,0.0147372121969328,0.000346919874614134,0.0186257852079888,"Normal","GED"
1000,"norm","ged","omega",-0.1,-0.105829450454058,-0.0058294504540576,0.0236615384149118,0.00111036319523092,0.0333221127065934,"Normal","GED"
1000,"norm","ged","shape",NA,2.02521803224898,NA,NA,NA,NA,"Normal","GED"
1000,"norm","ged","skew",NA,NA,NA,NA,NA,NA,"Normal","GED"
1000,"norm","norm","alpha1",0.15,0.153419461390829,0.0034194613908286,0.0225666957966026,0.000817156044158459,0.0285859413726129,"Normal","Normal"
1000,"norm","norm","beta1",0.9,0.894474166143567,-0.00552583385643285,0.0230663901017991,0.00102817748839982,0.032065206819851,"Normal","Normal"
1000,"norm","norm","gamma1",0.1,0.0890707055756527,-0.0109292944243473,0.0348515570582243,0.00193751101401215,0.0440171672647406,"Normal","Normal"
1000,"norm","norm","mu",0,0.000847350309194482,0.000847350309194482,0.0147591757632651,0.000345956430444282,0.0185999040439536,"Normal","Normal"
1000,"norm","norm","omega",-0.1,-0.105881417137214,-0.00588141713721416,0.0237414378353607,0.00111862974767001,0.0334459227361126,"Normal","Normal"
1000,"norm","norm","shape",NA,NA,NA,NA,NA,NA,"Normal","Normal"
1000,"norm","norm","skew",NA,NA,NA,NA,NA,NA,"Normal","Normal"
1000,"norm","sged","alpha1",0.15,0.153429826750852,0.00342982675085204,0.0227370894832775,0.000829585085658426,0.0288025187380969,"Normal","Skewed GED"
1000,"norm","sged","beta1",0.9,0.894525173619071,-0.00547482638092924,0.0228621599662496,0.0010142005529228,0.0318465155538686,"Normal","Skewed GED"
1000,"norm","sged","gamma1",0.1,0.0889179724700863,-0.0110820275299137,0.0347747564441949,0.00192798635826777,0.0439088414589565,"Normal","Skewed GED"
1000,"norm","sged","mu",0,0.000829110994520052,0.000829110994520052,0.0147466724369541,0.000345613290664637,0.0185906775203228,"Normal","Skewed GED"
1000,"norm","sged","omega",-0.1,-0.105746972883045,-0.00574697288304508,0.023523168219301,0.0011002288806919,0.0331696982303413,"Normal","Skewed GED"
1000,"norm","sged","shape",NA,2.02562288344856,NA,NA,NA,NA,"Normal","Skewed GED"
1000,"norm","sged","skew",NA,0.997359118745385,NA,NA,NA,NA,"Normal","Skewed GED"
1000,"norm","sstd","alpha1",0.15,0.153558813770925,0.00355881377092466,0.0229029225898521,0.000835779860370233,0.0289098574948102,"Normal","Skewed Student-t"
1000,"norm","sstd","beta1",0.9,0.894509128528643,-0.00549087147135671,0.0230693900542594,0.00103012787505354,0.0320956052295878,"Normal","Skewed Student-t"
1000,"norm","sstd","gamma1",0.1,0.0887789517560435,-0.0112210482439565,0.0351268275628141,0.00195995653953182,0.0442713964036806,"Normal","Skewed Student-t"
1000,"norm","sstd","mu",0,0.000826989965607162,0.000826989965607162,0.0147545489687407,0.000345615376941388,0.0185907336310698,"Normal","Skewed Student-t"
1000,"norm","sstd","omega",-0.1,-0.105865907086012,-0.00586590708601178,0.0236922157944289,0.00111664983668264,0.033416310937664,"Normal","Skewed Student-t"
1000,"norm","sstd","shape",NA,55.0948985483711,NA,NA,NA,NA,"Normal","Skewed Student-t"
1000,"norm","sstd","skew",NA,0.997264785363354,NA,NA,NA,NA,"Normal","Skewed Student-t"
1000,"norm","std","alpha1",0.15,0.153508145959622,0.00350814595962185,0.022693193303144,0.000826755198671739,0.0287533510859472,"Normal","Student-t"
1000,"norm","std","beta1",0.9,0.894440395091194,-0.00555960490880602,0.0231077090069833,0.00103599710938478,0.0321869089753083,"Normal","Student-t"
1000,"norm","std","gamma1",0.1,0.0889028645336197,-0.0110971354663803,0.0351202445413475,0.00196157493095455,0.0442896707027107,"Normal","Student-t"
1000,"norm","std","mu",0,0.000906143605079459,0.000906143605079459,0.0147600629255046,0.000347141838980169,0.0186317427789289,"Normal","Student-t"
1000,"norm","std","omega",-0.1,-0.106020670324342,-0.00602067032434201,0.023794514568173,0.00112739986540722,0.0335767756850956,"Normal","Student-t"
1000,"norm","std","shape",NA,82.5545744054292,NA,NA,NA,NA,"Normal","Student-t"
1000,"norm","std","skew",NA,NA,NA,NA,NA,NA,"Normal","Student-t"
1000,"sged","ged","alpha1",0.15,0.163676492699769,0.0136764926997695,0.0381701876989627,0.002468968784535,0.0496887188860309,"Skewed GED","GED"
1000,"sged","ged","beta1",0.9,0.885135574427845,-0.0148644255721551,0.0405027670573046,0.0035797613966662,0.0598311072659215,"Skewed GED","GED"
1000,"sged","ged","gamma1",0.1,0.0894138854701539,-0.0105861145298461,0.0518492158476243,0.00423139288357468,0.065049157439391,"Skewed GED","GED"
1000,"sged","ged","mu",0,0.063982481046871,0.063982481046871,0.0641805042423041,0.00497300257547067,0.070519519109752,"Skewed GED","GED"
1000,"sged","ged","omega",-0.1,-0.0989708333845137,0.00102916661548628,0.0401491851303295,0.00321365571720283,0.0566891146270854,"Skewed GED","GED"
1000,"sged","ged","shape",1.5,1.47149770695133,-0.028502293048674,0.107012247804793,0.017417078282028,0.131973778766951,"Skewed GED","GED"
1000,"sged","ged","skew",0.5,NA,NA,NA,NA,NA,"Skewed GED","GED"
1000,"sged","norm","alpha1",0.15,0.155266928775501,0.00526692877550077,0.0359482638570421,0.00215496804151491,0.0464216333352771,"Skewed GED","Normal"
1000,"sged","norm","beta1",0.9,0.891339945028246,-0.00866005497175436,0.0427544269266883,0.0047250774300244,0.0687391986425824,"Skewed GED","Normal"
1000,"sged","norm","gamma1",0.1,0.0857460333384829,-0.0142539666615171,0.0535622189741527,0.00452229079826208,0.0672479798823881,"Skewed GED","Normal"
1000,"sged","norm","mu",0,0.00272627689218087,0.00272627689218087,0.0148327200883482,0.000353017493117515,0.0187887597546383,"Skewed GED","Normal"
1000,"sged","norm","omega",-0.1,-0.108032708100611,-0.00803270810061105,0.0434440596644488,0.00486881103959642,0.0697768660774932,"Skewed GED","Normal"
1000,"sged","norm","shape",1.5,NA,NA,NA,NA,NA,"Skewed GED","Normal"
1000,"sged","norm","skew",0.5,NA,NA,NA,NA,NA,"Skewed GED","Normal"
1000,"sged","sged","alpha1",0.15,0.150585443329771,0.000585443329770766,0.0228842768801773,0.000823926700047885,0.0287041233980048,"Skewed GED","Skewed GED"
1000,"sged","sged","beta1",0.9,0.8937978802115,-0.00620211978849958,0.0242850136773702,0.00110250830793811,0.033204040536328,"Skewed GED","Skewed GED"
1000,"sged","sged","gamma1",0.1,0.0928834688997471,-0.00711653110025287,0.0315441921110774,0.00153718882786651,0.0392069997304883,"Skewed GED","Skewed GED"
1000,"sged","sged","mu",0,-0.000230775658965022,-0.000230775658965022,0.0142921200141264,0.000325805822923911,0.0180500920475191,"Skewed GED","Skewed GED"
1000,"sged","sged","omega",-0.1,-0.106961409514171,-0.00696140951417058,0.0251228338904585,0.00114814188376756,0.0338842424110022,"Skewed GED","Skewed GED"
1000,"sged","sged","shape",1.5,1.51595514541559,0.0159551454155932,0.0815294812911585,0.0107126624302482,0.103501992397481,"Skewed GED","Skewed GED"
1000,"sged","sged","skew",0.5,0.497877162701759,-0.00212283729824094,0.0206759445681714,0.000673682013350009,0.0259553850549363,"Skewed GED","Skewed GED"
1000,"sged","sstd","alpha1",0.15,0.149872465195852,-0.000127534804148304,0.0228413515012708,0.000814341577443934,0.0285366707491244,"Skewed GED","Skewed Student-t"
1000,"sged","sstd","beta1",0.9,0.893999798805664,-0.00600020119433625,0.0244971066340404,0.00112064250115876,0.0334759988821657,"Skewed GED","Skewed Student-t"
1000,"sged","sstd","gamma1",0.1,0.0926442779635098,-0.00735572203649016,0.0315386714473017,0.00154281564608281,0.039278692010845,"Skewed GED","Skewed Student-t"
1000,"sged","sstd","mu",0,-0.00375119001898763,-0.00375119001898763,0.0146971369078135,0.00034410575070583,0.0185500876198963,"Skewed GED","Skewed Student-t"
1000,"sged","sstd","omega",-0.1,-0.108329271243158,-0.00832927124315778,0.0256237306291535,0.00119930062933986,0.0346309201341786,"Skewed GED","Skewed Student-t"
1000,"sged","sstd","shape",1.5,10.6866575260301,9.18665752603015,9.18665752603015,105.55122603682,10.2738126339164,"Skewed GED","Skewed Student-t"
1000,"sged","sstd","skew",0.5,0.496840179422577,-0.00315982057742348,0.0211150649071022,0.000703962640762328,0.026532294298879,"Skewed GED","Skewed Student-t"
1000,"sged","std","alpha1",0.15,0.1661797142248,0.0161797142248003,0.0373224350825465,0.00235441477615719,0.0485223121476831,"Skewed GED","Student-t"
1000,"sged","std","beta1",0.9,0.885694319432374,-0.014305680567626,0.0371660484300483,0.00313492449065627,0.0559903964145305,"Skewed GED","Student-t"
1000,"sged","std","gamma1",0.1,0.0925560006719384,-0.0074439993280616,0.0482108605009634,0.00360625288522067,0.0600520847699784,"Skewed GED","Student-t"
1000,"sged","std","mu",0,0.0637487642260442,0.0637487642260442,0.0638261314589381,0.00471937555367611,0.0686977114151273,"Skewed GED","Student-t"
1000,"sged","std","omega",-0.1,-0.0974957381791876,0.00250426182081237,0.0368539867360758,0.00275336487868756,0.0524725154598821,"Skewed GED","Student-t"
1000,"sged","std","shape",1.5,6.78792913646632,5.28792913646632,5.28792913646632,31.3910679100217,5.60277323385676,"Skewed GED","Student-t"
1000,"sged","std","skew",0.5,NA,NA,NA,NA,NA,"Skewed GED","Student-t"
1000,"sstd","ged","alpha1",0.15,0.166741684780001,0.0167416847800011,0.042094764997275,0.00298789253606058,0.0546616184910453,"Skewed Student-t","GED"
1000,"sstd","ged","beta1",0.9,0.88149026436139,-0.0185097356386098,0.0437364933117198,0.00467253992480259,0.0683559794370806,"Skewed Student-t","GED"
1000,"sstd","ged","gamma1",0.1,0.093559142051566,-0.00644085794843403,0.052756053704588,0.00446722815122511,0.0668373260328771,"Skewed Student-t","GED"
1000,"sstd","ged","mu",0,0.0693753117794225,0.0693753117794225,0.0694413665960924,0.00557650941171625,0.0746760296997387,"Skewed Student-t","GED"
1000,"sstd","ged","omega",-0.1,-0.102063831876053,-0.00206383187605255,0.0440739066327081,0.00437291741243532,0.0661280380204594,"Skewed Student-t","GED"
1000,"sstd","ged","shape",8,1.38713738485657,-6.61286261514343,6.61286261514343,43.7454065782158,6.61403103849807,"Skewed Student-t","GED"
1000,"sstd","ged","skew",0.5,NA,NA,NA,NA,NA,"Skewed Student-t","GED"
1000,"sstd","norm","alpha1",0.15,0.160370925623966,0.0103709256239655,0.0441276326039559,0.00319394909875503,0.0565150342719089,"Skewed Student-t","Normal"
1000,"sstd","norm","beta1",0.9,0.886465672234949,-0.0135343277650514,0.0494230224157133,0.00655635381746353,0.0809713147816159,"Skewed Student-t","Normal"
1000,"sstd","norm","gamma1",0.1,0.091040427180593,-0.00895957281940695,0.0591713512519598,0.00568019207885933,0.0753670490258132,"Skewed Student-t","Normal"
1000,"sstd","norm","mu",0,0.0033462498285462,0.0033462498285462,0.0154341166452001,0.000378921163426063,0.0194658974472297,"Skewed Student-t","Normal"
1000,"sstd","norm","omega",-0.1,-0.112013516828404,-0.0120135168284037,0.050629675719357,0.0067258630105338,0.0820113590335741,"Skewed Student-t","Normal"
1000,"sstd","norm","shape",8,NA,NA,NA,NA,NA,"Skewed Student-t","Normal"
1000,"sstd","norm","skew",0.5,NA,NA,NA,NA,NA,"Skewed Student-t","Normal"
1000,"sstd","sged","alpha1",0.15,0.151336503170516,0.00133650317051562,0.0230119231699845,0.000848654723178497,0.0291316790312281,"Skewed Student-t","Skewed GED"
1000,"sstd","sged","beta1",0.9,0.892475707558062,-0.00752429244193793,0.026783675350053,0.0018507459690674,0.0430202971754892,"Skewed Student-t","Skewed GED"
1000,"sstd","sged","gamma1",0.1,0.0926555598578035,-0.00734444014219647,0.0315583365887613,0.00156905963287496,0.0396113573722861,"Skewed Student-t","Skewed GED"
1000,"sstd","sged","mu",0,0.000615423168336892,0.000615423168336892,0.0149433893727691,0.00035891732745775,0.0189451135509331,"Skewed Student-t","Skewed GED"
1000,"sstd","sged","omega",-0.1,-0.107988587757299,-0.00798858775729884,0.0282303527325981,0.00208261826874079,0.0456357126463561,"Skewed Student-t","Skewed GED"
1000,"sstd","sged","shape",8,1.49936562782161,-6.50063437217839,6.50063437217839,42.2698920875561,6.5015299805166,"Skewed Student-t","Skewed GED"
1000,"sstd","sged","skew",0.5,0.496877841663066,-0.00312215833693437,0.0242008569638111,0.000936214003108898,0.0305976143368874,"Skewed Student-t","Skewed GED"
1000,"sstd","sstd","alpha1",0.15,0.151468571989824,0.00146857198982354,0.0225443504704627,0.000812008353165595,0.0284957602664957,"Skewed Student-t","Skewed Student-t"
1000,"sstd","sstd","beta1",0.9,0.892719981619593,-0.007280018380407,0.0263993975400017,0.00164894382924675,0.0406071893788126,"Skewed Student-t","Skewed Student-t"
1000,"sstd","sstd","gamma1",0.1,0.0932338143389176,-0.00676618566108241,0.0306920353623386,0.00149575070507722,0.0386749363939648,"Skewed Student-t","Skewed Student-t"
1000,"sstd","sstd","mu",0,-0.000398986467136698,-0.000398986467136698,0.0148376518310694,0.000353187059373807,0.0187932716516791,"Skewed Student-t","Skewed Student-t"
1000,"sstd","sstd","omega",-0.1,-0.108147243966304,-0.00814724396630371,0.0278984233711227,0.0018745970158038,0.0432966166784865,"Skewed Student-t","Skewed Student-t"
1000,"sstd","sstd","shape",8,8.97712098398895,0.97712098398895,1.97013271984972,9.97514999459691,3.15834608531062,"Skewed Student-t","Skewed Student-t"
1000,"sstd","sstd","skew",0.5,0.496184048000036,-0.00381595199996447,0.0234807368646701,0.000884939702761173,0.0297479361092694,"Skewed Student-t","Skewed Student-t"
1000,"sstd","std","alpha1",0.15,0.166962041461053,0.0169620414610525,0.0379130063514287,0.00243467794302714,0.0493424557863422,"Skewed Student-t","Student-t"
1000,"sstd","std","beta1",0.9,0.883994479239741,-0.0160055207602589,0.0382515412587356,0.00318230451523812,0.0564119182020796,"Skewed Student-t","Student-t"
1000,"sstd","std","gamma1",0.1,0.0952137950372552,-0.00478620496274479,0.0463072357724967,0.00352483575924912,0.0593703272624391,"Skewed Student-t","Student-t"
1000,"sstd","std","mu",0,0.0672451635446522,0.0672451635446522,0.0672688863891207,0.00511101446894339,0.0714913594005834,"Skewed Student-t","Student-t"
1000,"sstd","std","omega",-0.1,-0.0998905871492583,0.000109412850741743,0.038755958404477,0.00291236421953437,0.0539663248659233,"Skewed Student-t","Student-t"
1000,"sstd","std","shape",8,5.96051130526932,-2.03948869473068,2.21554782003124,5.95441894560623,2.44016781095199,"Skewed Student-t","Student-t"
1000,"sstd","std","skew",0.5,NA,NA,NA,NA,NA,"Skewed Student-t","Student-t"
1000,"std","ged","alpha1",0.15,0.155267366126956,0.00526736612695558,0.0277292333227891,0.00124861650335309,0.035335768045326,"Student-t","GED"
1000,"std","ged","beta1",0.9,0.889530540932262,-0.0104694590677382,0.031918051245474,0.00202266883136224,0.0449740906674303,"Student-t","GED"
1000,"std","ged","gamma1",0.1,0.0893355697680028,-0.0106644302319972,0.039188856734869,0.00242037714318552,0.0491973286183866,"Student-t","GED"
1000,"std","ged","mu",0,0.000232517904469146,0.000232517904469146,0.0141332942096959,0.000323321111882457,0.0179811321079196,"Student-t","GED"
1000,"std","ged","omega",-0.1,-0.111921584181768,-0.0119215841817675,0.0334038372485222,0.00216871347116203,0.046569447829688,"Student-t","GED"
1000,"std","ged","shape",8,1.50467084883138,-6.49532915116862,6.49532915116862,42.2014391994549,6.49626347983631,"Student-t","GED"
1000,"std","ged","skew",NA,NA,NA,NA,NA,NA,"Student-t","GED"
1000,"std","norm","alpha1",0.15,0.1569181322331,0.00691813223309991,0.0303369140852423,0.00152600924976954,0.0390641683614222,"Student-t","Normal"
1000,"std","norm","beta1",0.9,0.887259474642261,-0.0127405253577386,0.0353833583603695,0.00287999625760764,0.0536655965923015,"Student-t","Normal"
1000,"std","norm","gamma1",0.1,0.0900306870601944,-0.00996931293980556,0.0419232830694218,0.00279687624509947,0.0528855012749191,"Student-t","Normal"
1000,"std","norm","mu",0,0.00029600797015078,0.00029600797015078,0.0143683043890656,0.000336917585925157,0.0183553149230722,"Student-t","Normal"
1000,"std","norm","omega",-0.1,-0.110916794818683,-0.0109167948186827,0.0361386302418333,0.00281783053283982,0.0530832415441994,"Student-t","Normal"
1000,"std","norm","shape",8,NA,NA,NA,NA,NA,"Student-t","Normal"
1000,"std","norm","skew",NA,NA,NA,NA,NA,NA,"Student-t","Normal"
1000,"std","sged","alpha1",0.15,0.155220097803565,0.00522009780356527,0.027759406332731,0.00124857594181716,0.0353351940962147,"Student-t","Skewed GED"
1000,"std","sged","beta1",0.9,0.889674009225389,-0.0103259907746106,0.0319637043505762,0.0020229331758449,0.0449770294244173,"Student-t","Skewed GED"
1000,"std","sged","gamma1",0.1,0.0892505139901205,-0.0107494860098795,0.0390994528671097,0.0024204889236988,0.0491984646477794,"Student-t","Skewed GED"
1000,"std","sged","mu",0,0.000280834400658991,0.000280834400658991,0.0144637806605751,0.000341559084613153,0.0184813171774404,"Student-t","Skewed GED"
1000,"std","sged","omega",-0.1,-0.111760284677277,-0.0117602846772768,0.033472370783447,0.00218146337592351,0.0467061385250751,"Student-t","Skewed GED"
1000,"std","sged","shape",8,1.50504605491972,-6.49495394508028,6.49495394508028,42.196665855915,6.49589607797993,"Student-t","Skewed GED"
1000,"std","sged","skew",NA,1.00078533290422,NA,NA,NA,NA,"Student-t","Skewed GED"
1000,"std","sstd","alpha1",0.15,0.154592161166073,0.00459216116607265,0.0269248413638767,0.00118161805289018,0.0343746716768347,"Student-t","Skewed Student-t"
1000,"std","sstd","beta1",0.9,0.891104531074682,-0.00889546892531763,0.0304814166765996,0.00179822174022422,0.0424054447002295,"Student-t","Skewed Student-t"
1000,"std","sstd","gamma1",0.1,0.0895749981429424,-0.0104250018570576,0.038322323510758,0.00231175232328785,0.0480806855534304,"Student-t","Skewed Student-t"
1000,"std","sstd","mu",0,0.000283134740399699,0.000283134740399699,0.014290205900078,0.000333096352107847,0.0182509274314443,"Student-t","Skewed Student-t"
1000,"std","sstd","omega",-0.1,-0.109609880572899,-0.00960988057289897,0.0317240432002544,0.00190554156136253,0.0436525092218366,"Student-t","Skewed Student-t"
1000,"std","sstd","shape",8,9.1652090407601,1.1652090407601,2.1107954990131,15.9971789791258,3.99964735684607,"Student-t","Skewed Student-t"
1000,"std","sstd","skew",NA,1.00042919402979,NA,NA,NA,NA,"Student-t","Skewed Student-t"
1000,"std","std","alpha1",0.15,0.154645733645457,0.0046457336454571,0.0268859795522658,0.00117697200366787,0.0343070255730203,"Student-t","Student-t"
1000,"std","std","beta1",0.9,0.890948748880029,-0.00905125111997064,0.0303762898506567,0.00178509041211013,0.0422503303195387,"Student-t","Student-t"
1000,"std","std","gamma1",0.1,0.0896370554760841,-0.0103629445239159,0.0383184300540127,0.00230388202581796,0.0479987710865389,"Student-t","Student-t"
1000,"std","std","mu",0,0.00028347488057494,0.00028347488057494,0.0138411104018044,0.000311937525110027,0.0176617531720389,"Student-t","Student-t"
1000,"std","std","omega",-0.1,-0.109772998803888,-0.00977299880388823,0.0315844535710114,0.00188003548980581,0.043359376031094,"Student-t","Student-t"
1000,"std","std","shape",8,9.11845488057372,1.11845488057372,2.08070055108548,15.4885868055006,3.93555419293149,"Student-t","Student-t"
1000,"std","std","skew",NA,NA,NA,NA,NA,NA,"Student-t","Student-t"
2000,"ged","ged","alpha1",0.15,0.151744663555866,0.0017446635558664,0.0183459977206719,0.00053289695124815,0.0230845608848891,"GED","GED"
2000,"ged","ged","beta1",0.9,0.89637663894451,-0.00362336105549039,0.0187507480555971,0.000619060918961276,0.024880934849022,"GED","GED"
2000,"ged","ged","gamma1",0.1,0.0954878536157776,-0.00451214638422239,0.0246563873598077,0.000977099156454472,0.031258585323947,"GED","GED"
2000,"ged","ged","mu",0,5.60116617390316e-05,5.60116617390316e-05,0.0102847648008004,0.000168883215213078,0.0129955075011743,"GED","GED"
2000,"ged","ged","omega",-0.1,-0.103901809158009,-0.00390180915800933,0.0191194623160238,0.000660873770321031,0.0257074652644136,"GED","GED"
2000,"ged","ged","shape",1.5,1.5119211206672,0.011921120667195,0.0579999430409693,0.00535565102258845,0.0731823135913894,"GED","GED"
2000,"ged","ged","skew",NA,NA,NA,NA,NA,NA,"GED","GED"
2000,"ged","norm","alpha1",0.15,0.151859507568721,0.00185950756872136,0.0188069744564779,0.000556403900416813,0.0235882152868082,"GED","Normal"
2000,"ged","norm","beta1",0.9,0.896508100243105,-0.00349189975689538,0.018957208664405,0.000639247810068238,0.0252833504517941,"GED","Normal"
2000,"ged","norm","gamma1",0.1,0.0956731021626144,-0.00432689783738556,0.0249693683980408,0.00100976323420783,0.0317767719286876,"GED","Normal"
2000,"ged","norm","mu",0,0.000144433947717262,0.000144433947717262,0.0108007421185946,0.000183443031695969,0.0135441142824464,"GED","Normal"
2000,"ged","norm","omega",-0.1,-0.100960572539997,-0.000960572539996943,0.0193493123185514,0.000662450333536759,0.0257381105277128,"GED","Normal"
2000,"ged","norm","shape",1.5,NA,NA,NA,NA,NA,"GED","Normal"
2000,"ged","norm","skew",NA,NA,NA,NA,NA,NA,"GED","Normal"
2000,"ged","sged","alpha1",0.15,0.15178284788093,0.00178284788093008,0.0184070744767665,0.000534574542107348,0.023120868108861,"GED","Skewed GED"
2000,"ged","sged","beta1",0.9,0.896347396328368,-0.00365260367163167,0.0187451749683754,0.000618059761967621,0.0248608077497016,"GED","Skewed GED"
2000,"ged","sged","gamma1",0.1,0.0954329474162091,-0.00456705258379089,0.0247080150568008,0.000982909272028125,0.0313513838933487,"GED","Skewed GED"
2000,"ged","sged","mu",0,0.000119826010326279,0.000119826010326279,0.0107667634466842,0.000183465933120272,0.0135449596943022,"GED","Skewed GED"
2000,"ged","sged","omega",-0.1,-0.103906221221865,-0.00390622122186523,0.0190957022361658,0.000659644016318857,0.0256835358998495,"GED","Skewed GED"
2000,"ged","sged","shape",1.5,1.51175663614674,0.0117566361467449,0.0581463966012984,0.0053790063665819,0.0733417095968038,"GED","Skewed GED"
2000,"ged","sged","skew",NA,1.00054160983743,NA,NA,NA,NA,"GED","Skewed GED"
2000,"ged","sstd","alpha1",0.15,0.152158521620441,0.00215852162044108,0.0187191811113214,0.000551493350616734,0.0234838955588023,"GED","Skewed Student-t"
2000,"ged","sstd","beta1",0.9,0.896113678263574,-0.00388632173642558,0.0190292636963364,0.000635062419107772,0.025200444819641,"GED","Skewed Student-t"
2000,"ged","sstd","gamma1",0.1,0.0957899001882531,-0.00421009981174693,0.0250954359587868,0.00101130758679602,0.0318010626677163,"GED","Skewed Student-t"
2000,"ged","sstd","mu",0,0.000104904855411828,0.000104904855411828,0.0109165576870012,0.000186825606215871,0.0136684163755671,"GED","Skewed Student-t"
2000,"ged","sstd","omega",-0.1,-0.103031281235102,-0.00303128123510248,0.0193175646632398,0.000659104405247432,0.0256730287509564,"GED","Skewed Student-t"
2000,"ged","sstd","shape",1.5,9.97663466175646,8.47663466175646,8.47663466175646,77.3523234657739,8.79501696790711,"GED","Skewed Student-t"
2000,"ged","sstd","skew",NA,1.00074299279238,NA,NA,NA,NA,"GED","Skewed Student-t"
2000,"ged","std","alpha1",0.15,0.152117173074499,0.00211717307449867,0.0186387700051309,0.000548845304647185,0.023427447676757,"GED","Student-t"
2000,"ged","std","beta1",0.9,0.89615667040414,-0.00384332959586049,0.0190295475742085,0.000634920749982378,0.0251976338171341,"GED","Student-t"
2000,"ged","std","gamma1",0.1,0.0958318674112807,-0.0041681325887193,0.0250462979303956,0.00100606300560209,0.03171849626956,"GED","Student-t"
2000,"ged","std","mu",0,3.47432961472332e-05,3.47432961472332e-05,0.0104526871773878,0.000172042296493462,0.0131164894881772,"GED","Student-t"
2000,"ged","std","omega",-0.1,-0.103013078285939,-0.0030130782859394,0.0193223289349486,0.000659313795640994,0.0256771064499292,"GED","Student-t"
2000,"ged","std","shape",1.5,9.95626486447952,8.45626486447952,8.45626486447952,76.9413504382592,8.77162188185624,"GED","Student-t"
2000,"ged","std","skew",NA,NA,NA,NA,NA,NA,"GED","Student-t"
2000,"norm","ged","alpha1",0.15,0.150729481295757,0.000729481295757172,0.0150729284146325,0.0003595637505665,0.0189621662941369,"Normal","GED"
2000,"norm","ged","beta1",0.9,0.897611465291091,-0.00238853470890935,0.0165344930545296,0.000448244986597285,0.0211717969619323,"Normal","GED"
