"n","true_dist","assumed_dist","convergence_rate","mean_AIC","sd_AIC","mean_BIC","sd_BIC","mean_loglik","mean_MSE","mean_RMSE","mean_MAE","median_MSE","median_RMSE","median_MAE","mean_sigma_rmse","median_sigma_rmse","mean_variance_rmse","median_variance_rmse","true_dist_label","assumed_dist_label"
1000,"norm","sstd",1,1.84606295618031,0.0781341516688785,1.88041724313318,0.0781341516688785,-916.031478090154,0.000859751966442477,0.0273578803880155,0.0217844794508588,0.000705290219314292,0.026557300677734,0.0209953793520712,0.0273578803880155,0.026557300677734,0.0378440276977273,0.0359494018590294,"Normal","Skewed Student-t"
1000,"norm","std",1,1.84462870271282,0.0780914020642764,1.87407523438672,0.0780914020642764,-916.314351356412,0.000858102929115048,0.0273296575924769,0.0217585694213156,0.000706723868035261,0.0265842781749426,0.0211444246162219,0.0273296575924769,0.0265842781749426,0.0377733547753202,0.0361598422800091,"Normal","Student-t"
1000,"sged","ged",1,1.81261053674395,0.0631623044194884,1.84205706841784,0.0631623044194884,-900.305268371975,0.0014959076306483,0.0358471348069112,0.0289347545037342,0.00118434936735761,0.0344143650065236,0.0275088482978396,0.0358471348069112,0.0344143650065236,0.0463874899396439,0.0431757423650306,"Skewed GED","GED"
1000,"sged","norm",1,1.83534212201922,0.0669631385395174,1.85988089841413,0.0669631385395174,-912.671061009609,0.0015997318829074,0.0369194138499365,0.0298000783983778,0.00126110301902696,0.0355120104893066,0.0287596941533706,0.0369194138499365,0.0355120104893066,0.047629336740322,0.045176906104336,"Skewed GED","Normal"
1000,"sged","sged",1,1.61497658931754,0.0544300929383173,1.64933087627042,0.0544300929383173,-800.48829465877,0.00074435817845222,0.0254813447793163,0.0211731343874797,0.000615307078070757,0.0248053836591731,0.0203621859871035,0.0254813447793163,0.0248053836591731,0.0327825620289958,0.0317248036077035,"Skewed GED","Skewed GED"
1000,"sged","sstd",1,1.61821280054805,0.0552738630563576,1.65256708750093,0.0552738630563576,-802.106400274025,0.0007802400372728,0.0259933800957385,0.0216626239367202,0.000658959125288269,0.0256701945167881,0.0209297036835518,0.0259933800957385,0.0256701945167881,0.0334449252876671,0.032609276342997,"Skewed GED","Skewed Student-t"
1000,"sged","std",1,1.79480371840207,0.0622779372692196,1.82425025007596,0.0622779372692196,-891.401859201033,0.00140645459240857,0.0348009657180834,0.0282754663315006,0.00107349579671091,0.0327642456489999,0.0265550481969949,0.0348009657180834,0.0327642456489999,0.0455207201944259,0.0423497246836564,"Skewed GED","Student-t"
1000,"sstd","ged",1,1.7921392412899,0.0620084172120888,1.82158577296379,0.0620084172120888,-890.069620644948,0.00171433211255979,0.0383719395339059,0.0310323772316219,0.00134698673166143,0.0367013107949831,0.029660628292021,0.0383719395339059,0.0367013107949831,0.0495814442419692,0.0470212459742165,"Skewed Student-t","GED"
1000,"sstd","norm",1,1.83389229539931,0.0721826388367151,1.85843107179422,0.0721826388367151,-911.946147699656,0.00221302298639492,0.0430744500443707,0.0346996010907776,0.00163965950507047,0.0404927080460677,0.0324863084347025,0.0430744500443707,0.0404927080460677,0.0560958983602279,0.0514741611183865,"Skewed Student-t","Normal"
1000,"sstd","sged",1,1.60531318384642,0.0546178450547221,1.6396674707993,0.0546178450547221,-795.656591923212,0.000857017558497193,0.0271670320980528,0.0227151895468054,0.0006915522390916,0.0262973753637609,0.0213584950541403,0.0271670320980528,0.0262973753637609,0.034697635490823,0.0329102482104798,"Skewed Student-t","Skewed GED"
